iv_ret_fwd,iv_clip,ts_event,core_expiry_date,core_iv,core_opt_volume,core_stock_volume,core_time_to_expiry,core_strike_price,core_option_type,core_delta,core_gamma,core_vega,core_days_to_expiry,core_option_type_enc,core_rv_30m,core_opt_vol_change_1m,core_opt_vol_roll_15m,core_sabr_alpha,core_sabr_beta,core_sabr_rho,core_sabr_nu,panel_IV_ASTS,panel_IVRET_ASTS,panel_IV_SATS,panel_IVRET_SATS,sym_ASTS,sym_SATS
0.08231519605880694,-0.21177679404189845,2025-08-04 14:00:00+00:00,-0.5014732531455796,-0.21177679404189845,-0.05257010269118608,1.6285228173039539,-0.4982994357743796,-0.22936799272601646,,-1.4246851758595647,1.7228078692455957,-0.7699027634792336,-0.4982994799973578,-1.3500197406101888,,-0.09593831081457811,,,0.0,-0.27699360932823947,,-1.1508364536668025,-0.10137873501709836,,,1.0,0.0
-0.12518423059336506,1.304747064881108,2025-08-04 14:00:00+00:00,-0.46251816772949433,1.304747064881108,0.13259650772056672,1.6285228173039539,-0.45934942700620063,-0.1432124167202999,,-1.5640939485383096,0.20052107176074224,-0.5113118084591742,-0.4593494695477633,-1.3500197406101888,,-0.03707900206319636,,,0.0,-0.09704645307630425,,-1.1508364536668025,-0.10137873501709836,,,1.0,0.0
-0.034013974649318976,0.5570072448545516,2025-08-04 14:00:00+00:00,-0.4235630823134091,0.5570072448545516,-0.13192722143908014,1.6285228173039539,-0.42039941823802157,-0.1432124167202999,,0.8211579519540283,-0.02738007202699299,-0.34190125312747827,-0.4203994657313158,0.7405119375397997,,-0.1265145751010102,,,0.0,-0.09704645307630425,,-1.1508364536668025,-0.10137873501709836,,,1.0,0.0
0.13505351823815973,0.10069562374948166,2025-08-04 14:00:00+00:00,-0.38460799689732383,0.10069562374948166,0.0003346431407432945,1.6285228173039539,-0.3814494094698426,0.029098735291133226,,-1.6649349435867378,-0.14696463925088835,-0.19615769106446884,-0.3814494566083507,-1.3500197406101888,,0.07223114276079833,,,0.0,0.2591336463996821,,-1.1508364536668025,-0.10137873501709836,,,1.0,0.0
0.06978783530952358,-0.1407427745222269,2025-08-04 14:00:00+00:00,-0.3456529114812386,-0.1407427745222269,-0.13192722143908014,1.6285228173039539,-0.3424994007016636,0.20140988730256634,,0.6069421582226576,-0.250904028377342,-0.08064572983825931,-0.34249944748538563,0.7405119375397997,,-0.12396655307714086,,,0.0,0.5891862825147989,,-1.1508364536668025,-0.10137873501709836,,,1.0,0.0
0.059031323332981986,-0.4414058066716736,2025-08-04 14:00:00+00:00,-0.2677427406490681,-0.4414058066716736,0.10614413480460204,1.6285228173039539,-0.2645993831653057,0.20140988730256634,,0.6638696187972283,-0.37979866197502005,0.13008151597265497,-0.2645994186264202,0.7405119375397997,,0.20676670562109947,,,0.0,0.5891862825147989,,-1.1508364536668025,-0.10137873501709836,,,1.0,0.0
0.12149242186036616,-1.0271663667798068,2025-08-04 14:00:00+00:00,0.08285302809569914,-1.0271663667798068,-0.026117729775221393,1.6285228173039539,0.08595069574830531,-0.8324570247660324,,-1.1096943532433192,-0.7431051694305975,0.4652920570486518,0.0859506422541951,-1.3500197406101888,,-0.11275525617211576,,,0.0,-1.3052091928606504,,-1.1508364536668025,-0.10137873501709836,,,1.0,0.0
0.05293789619992424,-0.7753021708071682,2025-08-04 14:00:00+00:00,0.3944937114243811,-0.7753021708071682,0.5029297285440724,1.6285228173039539,0.39755076589373733,2.3552992874454803,,0.33397430093976826,-0.8058229673033603,1.057417656681402,0.39755075769005677,0.7405119375397997,,0.03859725204572304,,,0.0,1.724961869984169,,-1.1508364536668025,-0.10137873501709836,,,1.0,0.0
0.04908476299777191,-1.1351379821776812,2025-08-04 14:00:00+00:00,0.7450894801691483,-1.1351379821776812,-0.026117729775221393,1.6285228173039539,0.7481008448073483,1.062965647359732,,-1.6408490077411753,-0.8176061069207552,1.6490097901239547,0.7481008397967426,-1.3500197406101888,,-0.12284542338663834,,,0.0,1.5167383434308015,,-1.1508364536668025,-0.10137873501709836,,,1.0,0.0
-0.061706945076139164,-1.8012840328299555,2025-08-04 14:00:00+00:00,4.290002253032906,-1.8012840328299555,-0.13192722143908014,1.6285228173039539,4.292551642711636,3.216855047502646,,0.8934487600450933,-1.0064688031606819,4.147749784988098,4.292551754890847,0.7405119375397997,,-0.12284542338663834,,,0.0,1.7355495598990645,,-1.1508364536668025,-0.10137873501709836,,,1.0,0.0
